Comments,OrigFullComment,Type,Class,Year,Quarter,NewCleanComment,OriginalC,Topics,SubTopics,Sentiment
"as stressful as it was, it was also equally exciting and challenging to see my thought process changing week by week.","Overall, the instructor’s teaching strengths is in the frustrations I felt in every single lecture I attend to. Now why would I consider this a strength? The frustration I felt with the difficult weekly quizzes and exams meant that I was learning. His questions made me improve my critical thinking skills every week. As stressful as it was, it was also equally exciting and challenging to see my thought process changing week by week. I failed almost every quiz, but I finally passed on the last one and improved on the final (conclusions only based on standard scaling and not on class average). It meant that I was learning. And, that is what I value the most out of this class. If I ever become successful in the future, I will have to thank you for that since you pushed me beyond the current limits of my critical thinking skills.",Strength,M116L,2019,Spring,"overall, the instructor’s teaching strengths is in the frustrations i felt in every single lecture i attend to. now why would i consider this a strength? the frustration i felt with the difficult weekly quizzes and exams meant that i was learning. his questions made me improve my critical thinking skills every week. as stressful as it was, it was also equally exciting and challenging to see my thought process changing week by week. i failed almost every quiz, but i finally passed on the last one and improved on the final . it meant that i was learning. and, that is what i value the most out of this class. if i ever become successful in the future, i will have to thank you for that since you pushed me beyond the current limits of my critical thinking skills.","as stressful as it was, it was also equally exciting and challenging to see my thought process changing week by week.",learn_course_quiz,course_point_week,positive
give us a meaningful speech at the end of class!,"Give us a meaningful speech at the end of class! I was looking forward to it like how you had it in Bio98. The programs such as ImageLab and Dendrograms could have been taught way earlier when class started so that students can incorporate this knowledge into their lab reports. However, you might have better ideas of how to run a class and I am only suggesting that ImageLab and ImageJ are very valuable knowledge in the science field.",Improvement,M116L,2019,Spring,"give us a meaningful speech at the end of class! i was looking forward to it like how you had it in bioninety eight. the programs such as imagelab and dendrograms could have been taught way earlier when class started so that students can incorporate this knowledge into their lab reports. however, you might have better ideas of how to run a class and i am only suggesting that imagelab and imagej are very valuable knowledge in the science field.",give us a meaningful speech at the end of class!,learn_course_quiz,course_point_week,positive
highlight the important material and don’t get caught up in the ridiculous discussions that students start in class because it makes people zone out and only focus on when they’re getting out of class.,Highlight the important material and don’t get caught up in the ridiculous discussions that students start in class because it makes people zone out and only focus on when they’re getting out of class. Also maybe don’t start sarcastic right out of the gate for students that have simple questions I understand it’s part of your personality but there is a time and a place and a level of comfortability you should have with the person you’re being that sarcastic with so maybe just dial it down a notch or two. This probably won’t influence how you interact with students because of how open you are on the first day of class about your sarcasm but not everybody knows its a joke/not that serious and you discourage students from going to talk to you and asking questions when you respond so strongly immediately.,Improvement,M116L,2019,Spring,highlight the important material and don’t get caught up in the ridiculous discussions that students start in class because it makes people zone out and only focus on when they’re getting out of class. also maybe don’t start sarcastic right out of the gate for students that have simple questions i understand it’s part of your personality but there is a time and a place and a level of comfortability you should have with the person you’re being that sarcastic with so maybe just dial it down a notch or two. this probably won’t influence how you interact with students because of how open you are on the first day of class about your sarcasm but not everybody knows its a joke/not that serious and you discourage students from going to talk to you and asking questions when you respond so strongly immediately.,highlight the important material and don’t get caught up in the ridiculous discussions that students start in class because it makes people zone out and only focus on when they’re getting out of class.,learn_course_quiz,course_point_week,negative
i should have avoided taking this course.,"I’m at a loss for words for the way this course is structured, and my personal opinion is that it needs to be re-evaluated from the ground up. I understand that what he is trying to do is to engage and test students’ critical thinking, but it’s almost like everything we do in this course is to catch us messing up and tricking us into getting the wrong answer so that we learn a lesson. Consider myself schooled. I should have avoided taking this course. We don’t all think the same way, and I think there are more productive ways of engaging students in this way. If it was just about getting students to think, it wouldn’t be all about scoring these points, but more so focused on the conversation that we have afterword. No matter how hard I studied for these quizzes, I failed every single one. Do you understand how unhealthy it is to have these unnecessary stressors in our lives just take “teach” us? At no point in this course did I have an idea of how well or poorly I was doing, and so for 10 weeks I just assumed that I was failing.",Improvement,M116L,2019,Spring,"i’m at a loss for words for the way this course is structured, and my personal opinion is that it needs to be re-evaluated from the ground up. i understand that what he is trying to do is to engage and test students’ critical thinking, but it’s almost like everything we do in this course is to catch us messing up and tricking us into getting the wrong answer so that we learn a lesson. consider myself schooled. i should have avoided taking this course. we don’t all think the same way, and i think there are more productive ways of engaging students in this way. if it was just about getting students to think, it wouldn’t be all about scoring these points, but more so focused on the conversation that we have afterword. no matter how hard i studied for these quizzes, i failed every single one. do you understand how unhealthy it is to have these unnecessary stressors in our lives just take “teach” us? at no point in this course did i have an idea of how well or poorly i was doing, and so for ten weeks i just assumed that i was failing.",i should have avoided taking this course.,learn_course_quiz,course_point_week,negative
"if it was just about getting students to think, it wouldn’t be all about scoring these points, but more so focused on the conversation that we have afterword.","I’m at a loss for words for the way this course is structured, and my personal opinion is that it needs to be re-evaluated from the ground up. I understand that what he is trying to do is to engage and test students’ critical thinking, but it’s almost like everything we do in this course is to catch us messing up and tricking us into getting the wrong answer so that we learn a lesson. Consider myself schooled. I should have avoided taking this course. We don’t all think the same way, and I think there are more productive ways of engaging students in this way. If it was just about getting students to think, it wouldn’t be all about scoring these points, but more so focused on the conversation that we have afterword. No matter how hard I studied for these quizzes, I failed every single one. Do you understand how unhealthy it is to have these unnecessary stressors in our lives just take “teach” us? At no point in this course did I have an idea of how well or poorly I was doing, and so for 10 weeks I just assumed that I was failing.",Improvement,M116L,2019,Spring,"i’m at a loss for words for the way this course is structured, and my personal opinion is that it needs to be re-evaluated from the ground up. i understand that what he is trying to do is to engage and test students’ critical thinking, but it’s almost like everything we do in this course is to catch us messing up and tricking us into getting the wrong answer so that we learn a lesson. consider myself schooled. i should have avoided taking this course. we don’t all think the same way, and i think there are more productive ways of engaging students in this way. if it was just about getting students to think, it wouldn’t be all about scoring these points, but more so focused on the conversation that we have afterword. no matter how hard i studied for these quizzes, i failed every single one. do you understand how unhealthy it is to have these unnecessary stressors in our lives just take “teach” us? at no point in this course did i have an idea of how well or poorly i was doing, and so for ten weeks i just assumed that i was failing.","if it was just about getting students to think, it wouldn’t be all about scoring these points, but more so focused on the conversation that we have afterword.",learn_course_quiz,course_point_week,neutral
"at no point in this course did i have an idea of how well or poorly i was doing, and so for ten weeks i just assumed that i was failing.","I’m at a loss for words for the way this course is structured, and my personal opinion is that it needs to be re-evaluated from the ground up. I understand that what he is trying to do is to engage and test students’ critical thinking, but it’s almost like everything we do in this course is to catch us messing up and tricking us into getting the wrong answer so that we learn a lesson. Consider myself schooled. I should have avoided taking this course. We don’t all think the same way, and I think there are more productive ways of engaging students in this way. If it was just about getting students to think, it wouldn’t be all about scoring these points, but more so focused on the conversation that we have afterword. No matter how hard I studied for these quizzes, I failed every single one. Do you understand how unhealthy it is to have these unnecessary stressors in our lives just take “teach” us? At no point in this course did I have an idea of how well or poorly I was doing, and so for 10 weeks I just assumed that I was failing.",Improvement,M116L,2019,Spring,"i’m at a loss for words for the way this course is structured, and my personal opinion is that it needs to be re-evaluated from the ground up. i understand that what he is trying to do is to engage and test students’ critical thinking, but it’s almost like everything we do in this course is to catch us messing up and tricking us into getting the wrong answer so that we learn a lesson. consider myself schooled. i should have avoided taking this course. we don’t all think the same way, and i think there are more productive ways of engaging students in this way. if it was just about getting students to think, it wouldn’t be all about scoring these points, but more so focused on the conversation that we have afterword. no matter how hard i studied for these quizzes, i failed every single one. do you understand how unhealthy it is to have these unnecessary stressors in our lives just take “teach” us? at no point in this course did i have an idea of how well or poorly i was doing, and so for ten weeks i just assumed that i was failing.","do you understand how unhealthy it is to have these unnecessary stressors in our lives just take “teach” us? at no point in this course did i have an idea of how well or poorly i was doing, and so for ten weeks i just assumed that i was failing.",learn_course_quiz,course_point_week,negative
"they aren’t tangents necessarily, but it can be one student’s question that takes up a lot of time but isn’t completely relevant to the point.","Maybe not allowing so many or so deep of tangents in the class. They aren’t tangents necessarily, but it can be one student’s question that takes up a lot of time but isn’t completely relevant to the point (even if it is molecular bio related).",Improvement,M116L,2019,Spring,"maybe not allowing so many or so deep of tangents in the class. they aren’t tangents necessarily, but it can be one student’s question that takes up a lot of time but isn’t completely relevant to the point.","they aren’t tangents necessarily, but it can be one student’s question that takes up a lot of time but isn’t completely relevant to the point.",learn_course_quiz,course_point_week,negative
the course is not as organized in the second half.,"The course is not as organized in the second half. Lots of time were spent on figuring out how to operate the software, etc. This could have been done online by giving as a PDF instruction.",Improvement,M116L,2019,Spring,"the course is not as organized in the second half. lots of time were spent on figuring out how to operate the software, etc. this could have been done online by giving as a pdf instruction.",the course is not as organized in the second half.,learn_course_quiz,course_point_week,negative
the audio is terrible.,Adjust the microphone on the yuja videos. The audio is terrible.,Other Comments,M116L,2019,Spring,adjust the microphone on the yuja videos. the audio is terrible.,the audio is terrible.,learn_course_quiz,terrible,negative
i appreciate the class and happy about my initial choice of having this class in my last quarter of college.,"I love this class to death and it was the best class with the best professor, lab TA, and group of friends I have ever had. I appreciate the class and happy about my initial choice of having this class in my last quarter of college. I can’t describe how important this experience had been, and it will forever remain unforgettable. It caused a change in me and I am attempting to keep it. Thank you Dr. K!",Other Comments,M116L,2019,Spring,"i love this class to death and it was the best class with the best professor, lab ta, and group of friends i have ever had. i appreciate the class and happy about my initial choice of having this class in my last quarter of college. i can’t describe how important this experience had been, and it will forever remain unforgettable. it caused a change in me and i am attempting to keep it. thank you Prof!",i appreciate the class and happy about my initial choice of having this class in my last quarter of college.,learn_course_quiz,course_point_week,positive
it caused a change in me and i am attempting to keep it.,"I love this class to death and it was the best class with the best professor, lab TA, and group of friends I have ever had. I appreciate the class and happy about my initial choice of having this class in my last quarter of college. I can’t describe how important this experience had been, and it will forever remain unforgettable. It caused a change in me and I am attempting to keep it. Thank you Dr. K!",Other Comments,M116L,2019,Spring,"i love this class to death and it was the best class with the best professor, lab ta, and group of friends i have ever had. i appreciate the class and happy about my initial choice of having this class in my last quarter of college. i can’t describe how important this experience had been, and it will forever remain unforgettable. it caused a change in me and i am attempting to keep it. thank you Prof!","i can’t describe how important this experience had been, and it will forever remain unforgettable. it caused a change in me and i am attempting to keep it.",learn_course_quiz,course_point_week,neutral
"it was a very difficult course that i was not looking forward to taking, but overall it wasn’t as bad as i expected and taking the final exams actually made me realize that i did learn something in this class after all.","It was a very difficult course that I was not looking forward to taking, but overall it wasn’t as bad as I expected and taking the final exams actually made me realize that I did learn something in this class after all.",Other Comments,M116L,2019,Spring,"it was a very difficult course that i was not looking forward to taking, but overall it wasn’t as bad as i expected and taking the final exams actually made me realize that i did learn something in this class after all.","it was a very difficult course that i was not looking forward to taking, but overall it wasn’t as bad as i expected and taking the final exams actually made me realize that i did learn something in this class after all.",learn_course_quiz,course_point_week,positive
"overall, course was very interesting!","Overall, course was very interesting!",Other Comments,M116L,2019,Spring,"overall, course was very interesting!","overall, course was very interesting!",learn_course_quiz,course_point_week,positive
"there were many times where we were sitting through hour long discussions of students arguing points on quizzes but i think if there was a shorter period, these discussions would have to be moved to the discussion board so that we can just get through all the material for the week instead of having to sit through a redundant discussion.","The only thing that I didn’t like about this course is the 3 hour long lecture every week. I think the lecture could be cut down to 2 hours and we would be able to get just as much out of it. There were many times where we were sitting through hour long discussions of students arguing points on quizzes but I think if there was a shorter period, these discussions would have to be moved to the discussion board so that we can just get through all the material for the week instead of having to sit through a redundant discussion. The only other thing I think should be improved about this course is that I think that the faculty who are assigned to this lab should run through the experiments before students have to carry them out. This quarter, we spent about 4 weeks carrying out the same experiment, and in the end we still got negative results. Although I understand that this is something that is common in science, since this is a lab where we should be learning about not only the techniques but also data analysis, when we don’t have data to analyze, then we aren’t really taking as much out of the lab as we should be. In addition to this, we are paying lab fees and I think the equipment in the lab is pretty up to date, but I think a little bit more money could be invested into the materials like the primers that were used for the microbiomics experiments that kept failing. Based on my understanding, the experiment wasn’t working because the primers were not good. After failing 2 times, I think the school should have invested a bit of money to buy some new commercially available primers since they are pretty commonly used.",Other Comments,M116L,2019,Spring,"the only thing that i didn’t like about this course is the three hour long lecture every week. i think the lecture could be cut down to two hours and we would be able to get just as much out of it. there were many times where we were sitting through hour long discussions of students arguing points on quizzes but i think if there was a shorter period, these discussions would have to be moved to the discussion board so that we can just get through all the material for the week instead of having to sit through a redundant discussion. the only other thing i think should be improved about this course is that i think that the faculty who are assigned to this lab should run through the experiments before students have to carry them out. this quarter, we spent about four weeks carrying out the same experiment, and in the end we still got negative results. although i understand that this is something that is common in science, since this is a lab where we should be learning about not only the techniques but also data analysis, when we don’t have data to analyze, then we aren’t really taking as much out of the lab as we should be. in addition to this, we are paying lab fees and i think the equipment in the lab is pretty up to date, but i think a little bit more money could be invested into the materials like the primers that were used for the microbiomics experiments that kept failing. based on my understanding, the experiment wasn’t working because the primers were not good. after failing two times, i think the school should have invested a bit of money to buy some new commercially available primers since they are pretty commonly used.","there were many times where we were sitting through hour long discussions of students arguing points on quizzes but i think if there was a shorter period, these discussions would have to be moved to the discussion board so that we can just get through all the material for the week instead of having to sit through a redundant discussion.",learn_course_quiz,course_point_week,neutral
"this quarter, we spent about four weeks carrying out the same experiment, and in the end we still got negative results.","The only thing that I didn’t like about this course is the 3 hour long lecture every week. I think the lecture could be cut down to 2 hours and we would be able to get just as much out of it. There were many times where we were sitting through hour long discussions of students arguing points on quizzes but I think if there was a shorter period, these discussions would have to be moved to the discussion board so that we can just get through all the material for the week instead of having to sit through a redundant discussion. The only other thing I think should be improved about this course is that I think that the faculty who are assigned to this lab should run through the experiments before students have to carry them out. This quarter, we spent about 4 weeks carrying out the same experiment, and in the end we still got negative results. Although I understand that this is something that is common in science, since this is a lab where we should be learning about not only the techniques but also data analysis, when we don’t have data to analyze, then we aren’t really taking as much out of the lab as we should be. In addition to this, we are paying lab fees and I think the equipment in the lab is pretty up to date, but I think a little bit more money could be invested into the materials like the primers that were used for the microbiomics experiments that kept failing. Based on my understanding, the experiment wasn’t working because the primers were not good. After failing 2 times, I think the school should have invested a bit of money to buy some new commercially available primers since they are pretty commonly used.",Other Comments,M116L,2019,Spring,"the only thing that i didn’t like about this course is the three hour long lecture every week. i think the lecture could be cut down to two hours and we would be able to get just as much out of it. there were many times where we were sitting through hour long discussions of students arguing points on quizzes but i think if there was a shorter period, these discussions would have to be moved to the discussion board so that we can just get through all the material for the week instead of having to sit through a redundant discussion. the only other thing i think should be improved about this course is that i think that the faculty who are assigned to this lab should run through the experiments before students have to carry them out. this quarter, we spent about four weeks carrying out the same experiment, and in the end we still got negative results. although i understand that this is something that is common in science, since this is a lab where we should be learning about not only the techniques but also data analysis, when we don’t have data to analyze, then we aren’t really taking as much out of the lab as we should be. in addition to this, we are paying lab fees and i think the equipment in the lab is pretty up to date, but i think a little bit more money could be invested into the materials like the primers that were used for the microbiomics experiments that kept failing. based on my understanding, the experiment wasn’t working because the primers were not good. after failing two times, i think the school should have invested a bit of money to buy some new commercially available primers since they are pretty commonly used.","this quarter, we spent about four weeks carrying out the same experiment, and in the end we still got negative results.",learn_course_quiz,course_point_week,negative
he doesn't tell you the answers.,"He's great at guiding you so you can think independently. He doesn't tell you the answers. But he is so good at explaining things that you will be able to solve the question by yourself. Even though he teaches so many people in this class, he remembers lots of students' names and conversation he had with them. He actually teaches you. Not just tell you something and shove the knowledge into our head. I wish I can take all the classes he teaches.",Strength,M116L,2020,Fall,"he's great at guiding you so you can think independently. he doesn't tell you the answers. but he is so good at explaining things that you will be able to solve the question by yourself. even though he teaches so many people in this class, he remembers lots of students' names and conversation he had with them. he actually teaches you. not just tell you something and shove the knowledge into our head. i wish i can take all the classes he teaches.",he's great at guiding you so you can think independently. he doesn't tell you the answers.,question_answer_ask,question_answer_clear,neutral
but he is so good at explaining things that you will be able to solve the question by yourself.,"He's great at guiding you so you can think independently. He doesn't tell you the answers. But he is so good at explaining things that you will be able to solve the question by yourself. Even though he teaches so many people in this class, he remembers lots of students' names and conversation he had with them. He actually teaches you. Not just tell you something and shove the knowledge into our head. I wish I can take all the classes he teaches.",Strength,M116L,2020,Fall,"he's great at guiding you so you can think independently. he doesn't tell you the answers. but he is so good at explaining things that you will be able to solve the question by yourself. even though he teaches so many people in this class, he remembers lots of students' names and conversation he had with them. he actually teaches you. not just tell you something and shove the knowledge into our head. i wish i can take all the classes he teaches.",but he is so good at explaining things that you will be able to solve the question by yourself.,question_answer_ask,question_answer_explain,positive
he was clear and concise and made sure to answer all questions received from the students.,Incorporating a lot of group discussion and activities within lectures. He was clear and concise and made sure to answer all questions received from the students.,Strength,M116L,2020,Fall,incorporating a lot of group discussion and activities within lectures. he was clear and concise and made sure to answer all questions received from the students.,he was clear and concise and made sure to answer all questions received from the students.,question_answer_ask,question_answer_clear,positive
acknowledges when he is wrong and ask for student inputs,Caring for his students. Acknowledges when he is wrong and ask for student inputs,Strength,M116L,2020,Fall,caring for his students. acknowledges when he is wrong and ask for student inputs,acknowledges when he is wrong and ask for student inputs,question_answer_ask,acknowledge_wrong_ask,neutral
enthusiastic and allows students to truly think about the questions they ask,enthusiastic and allows students to truly think about the questions they ask,Strength,M116L,2020,Fall,enthusiastic and allows students to truly think about the questions they ask,enthusiastic and allows students to truly think about the questions they ask,question_answer_ask,question_ask_encourage,neutral
maybe he could be a little less vague with his answers when i ask him a question.,"Maybe he could be a little less vague with his answers when I ask him a question. When I asked him a question about a particular question on the exam and why it was right versus other answers, he just gave me vague questions about the concept of the question rather than simply answering the question. I don't know whether it was the professor that answered my question or one of the TAs in the course, but I found that asking my own TA for the answer and having a discussion about it with her is more instructive and I could learn more.",Improvement,M116L,2020,Fall,"maybe he could be a little less vague with his answers when i ask him a question. when i asked him a question about a particular question on the exam and why it was right versus other answers, he just gave me vague questions about the concept of the question rather than simply answering the question. i don't know whether it was the professor that answered my question or one of the tas in the course, but i found that asking my own ta for the answer and having a discussion about it with her is more instructive and i could learn more.",maybe he could be a little less vague with his answers when i ask him a question.,question_answer_ask,question_ask_answer,neutral
"when i asked him a question about a particular question on the exam and why it was right versus other answers, he just gave me vague questions about the concept of the question rather than simply answering the question.","Maybe he could be a little less vague with his answers when I ask him a question. When I asked him a question about a particular question on the exam and why it was right versus other answers, he just gave me vague questions about the concept of the question rather than simply answering the question. I don't know whether it was the professor that answered my question or one of the TAs in the course, but I found that asking my own TA for the answer and having a discussion about it with her is more instructive and I could learn more.",Improvement,M116L,2020,Fall,"maybe he could be a little less vague with his answers when i ask him a question. when i asked him a question about a particular question on the exam and why it was right versus other answers, he just gave me vague questions about the concept of the question rather than simply answering the question. i don't know whether it was the professor that answered my question or one of the tas in the course, but i found that asking my own ta for the answer and having a discussion about it with her is more instructive and i could learn more.","when i asked him a question about a particular question on the exam and why it was right versus other answers, he just gave me vague questions about the concept of the question rather than simply answering the question.",question_answer_ask,question_answer_clear,negative
"i don't know whether it was the professor that answered my question or one of the tas in the course, but i found that asking my own ta for the answer and having a discussion about it with her is more instructive and i could learn more.","Maybe he could be a little less vague with his answers when I ask him a question. When I asked him a question about a particular question on the exam and why it was right versus other answers, he just gave me vague questions about the concept of the question rather than simply answering the question. I don't know whether it was the professor that answered my question or one of the TAs in the course, but I found that asking my own TA for the answer and having a discussion about it with her is more instructive and I could learn more.",Improvement,M116L,2020,Fall,"maybe he could be a little less vague with his answers when i ask him a question. when i asked him a question about a particular question on the exam and why it was right versus other answers, he just gave me vague questions about the concept of the question rather than simply answering the question. i don't know whether it was the professor that answered my question or one of the tas in the course, but i found that asking my own ta for the answer and having a discussion about it with her is more instructive and i could learn more.","i don't know whether it was the professor that answered my question or one of the tas in the course, but i found that asking my own ta for the answer and having a discussion about it with her is more instructive and i could learn more.",question_answer_ask,question_ask_answer,positive
"a few of the questions you ask on their are a bit open ended, and if i don't answer perfectly it negatively affects how well i do on the quiz.","Not a fan of how the pre quiz worksheet can only hurt our quiz grades. A few of the questions you ask on their are a bit open ended, and if I don't answer perfectly it negatively affects how well I do on the quiz. There was a case where I got a 100% on the quiz questions, but lost points because 1/2 ""Best"" hypotheses wasn't quite what you were looking for.",Improvement,M116L,2020,Fall,"not a fan of how the pre quiz worksheet can only hurt our quiz grades. a few of the questions you ask on their are a bit open ended, and if i don't answer perfectly it negatively affects how well i do on the quiz. there was a case where i got a one hundred percent on the quiz questions, but lost points because one/two best hypotheses wasn't quite what you were looking for.","a few of the questions you ask on their are a bit open ended, and if i don't answer perfectly it negatively affects how well i do on the quiz.",question_answer_ask,question_ask_answer,negative
a lot of questions are left to our own interpretation however no clear answer is given,I feel like there could be more guidance for the class. A lot of questions are left to our own interpretation however no clear answer is given,Improvement,M116L,2020,Fall,i feel like there could be more guidance for the class. a lot of questions are left to our own interpretation however no clear answer is given,a lot of questions are left to our own interpretation however no clear answer is given,question_answer_ask,question_answer_clear,neutral
"his questions were challenging sometimes, but i think that to an extent the confusion helped me learn.","This is my second time taking Dr. Prof's class (I first took him for Bio 98), and I forgot how much I admire his teaching. He really does encourage critical thinking skills and ironically helps us build our confidence as scientists by destroying our confidence in previous knowledge. Memorization was never a priority, all questions posed were focused on lab application. His questions were challenging sometimes, but I think that to an extent the confusion helped me learn. I also appreciate that we were allowed to work in groups. It kept me accountable during class and for the assignments.",Strength,M116L,2021,Spring,"this is my second time taking Doctor Prof's class, and i forgot how much i admire his teaching. he really does encourage critical thinking skills and ironically helps us build our confidence as scientists by destroying our confidence in previous knowledge. memorization was never a priority, all questions posed were focused on lab application. his questions were challenging sometimes, but i think that to an extent the confusion helped me learn. i also appreciate that we were allowed to work in groups. it kept me accountable during class and for the assignments.","his questions were challenging sometimes, but i think that to an extent the confusion helped me learn.",question_answer_ask,answer_question_help,positive
"Prof is always open to helping students find their own answers by guiding them, but does not give the answer.","The professor does a really good job of encouraging students to think through all the material in class. His class requires hard work because he does not hand the answers out easily. Prof is always open to helping students find their own answers by guiding them, but does not give the answer. I also like how he requires an explanation for the answers to test a student's understanding.",Strength,M116L,2021,Spring,"the professor does a really good job of encouraging students to think through all the material in class. his class requires hard work because he does not hand the answers out easily. Prof is always open to helping students find their own answers by guiding them, but does not give the answer. i also like how he requires an explanation for the answers to test a student's understanding.","Prof is always open to helping students find their own answers by guiding them, but does not give the answer.",question_answer_ask,answer_question_help,neutral
i also like how he requires an explanation for the answers to test a student's understanding.,"The professor does a really good job of encouraging students to think through all the material in class. His class requires hard work because he does not hand the answers out easily. Prof is always open to helping students find their own answers by guiding them, but does not give the answer. I also like how he requires an explanation for the answers to test a student's understanding.",Strength,M116L,2021,Spring,"the professor does a really good job of encouraging students to think through all the material in class. his class requires hard work because he does not hand the answers out easily. Prof is always open to helping students find their own answers by guiding them, but does not give the answer. i also like how he requires an explanation for the answers to test a student's understanding.",i also like how he requires an explanation for the answers to test a student's understanding.,question_answer_ask,understand_require_answer,neutral
"if you ask a question, he really takes the time to get to the root of what you don't understand.","Dr. K is a really good instructor. He doesn't move on in lecture until everyone is on the same page and everyone understands the material. If you ask a question, he really takes the time to get to the root of what you don't understand. He really pushes you to think critically and it always makes the classes he teaches really special.",Strength,M116L,2021,Spring,"Prof is a really good instructor. he doesn't move on in lecture until everyone is on the same page and everyone understands the material. if you ask a question, he really takes the time to get to the root of what you don't understand. he really pushes you to think critically and it always makes the classes he teaches really special.","if you ask a question, he really takes the time to get to the root of what you don't understand. he really pushes you to think critically and it always makes the classes he teaches really special.",question_answer_ask,question_ask_answer,neutral
she takes enough time for questions and to re-explain concepts when students ask.,"She takes enough time for questions and to re-explain concepts when students ask. He doesn't just hand you answers, but stimulates critical thinking.",Strength,M116L,2021,Spring,"she takes enough time for questions and to re-explain concepts when students ask. he doesn't just hand you answers, but stimulates critical thinking.","she takes enough time for questions and to re-explain concepts when students ask. he doesn't just hand you answers, but stimulates critical thinking.",question_answer_ask,question_ask_answer,neutral
i don't think that every question posed by a student should be met with another question.,"I don't think that every question posed by a student should be met with another question. I agree that confusion is a part of productive thinking. But sometimes asking a question in response to a student's question comes off as condescending and inconsiderate. Especially for simple clarification questions, like what is variance, it can be disengaging and quite humiliating when the instructor makes you feel stupid for not knowing the answer. I think that analytical questions can be met with analytical responses, but I think that clarification questions should be met with clarity.",Improvement,M116L,2021,Spring,"i don't think that every question posed by a student should be met with another question. i agree that confusion is a part of productive thinking. but sometimes asking a question in response to a student's question comes off as condescending and inconsiderate. especially for simple clarification questions, like what is variance, it can be disengaging and quite humiliating when the instructor makes you feel stupid for not knowing the answer. i think that analytical questions can be met with analytical responses, but i think that clarification questions should be met with clarity.",i don't think that every question posed by a student should be met with another question.,question_answer_ask,question_ask_answer,negative
but sometimes asking a question in response to a student's question comes off as condescending and inconsiderate.,"I don't think that every question posed by a student should be met with another question. I agree that confusion is a part of productive thinking. But sometimes asking a question in response to a student's question comes off as condescending and inconsiderate. Especially for simple clarification questions, like what is variance, it can be disengaging and quite humiliating when the instructor makes you feel stupid for not knowing the answer. I think that analytical questions can be met with analytical responses, but I think that clarification questions should be met with clarity.",Improvement,M116L,2021,Spring,"i don't think that every question posed by a student should be met with another question. i agree that confusion is a part of productive thinking. but sometimes asking a question in response to a student's question comes off as condescending and inconsiderate. especially for simple clarification questions, like what is variance, it can be disengaging and quite humiliating when the instructor makes you feel stupid for not knowing the answer. i think that analytical questions can be met with analytical responses, but i think that clarification questions should be met with clarity.",but sometimes asking a question in response to a student's question comes off as condescending and inconsiderate.,question_answer_ask,question_answer_ask,negative
"especially for simple clarification questions, like what is variance, it can be disengaging and quite humiliating when the instructor makes you feel stupid for not knowing the answer.","I don't think that every question posed by a student should be met with another question. I agree that confusion is a part of productive thinking. But sometimes asking a question in response to a student's question comes off as condescending and inconsiderate. Especially for simple clarification questions, like what is variance, it can be disengaging and quite humiliating when the instructor makes you feel stupid for not knowing the answer. I think that analytical questions can be met with analytical responses, but I think that clarification questions should be met with clarity.",Improvement,M116L,2021,Spring,"i don't think that every question posed by a student should be met with another question. i agree that confusion is a part of productive thinking. but sometimes asking a question in response to a student's question comes off as condescending and inconsiderate. especially for simple clarification questions, like what is variance, it can be disengaging and quite humiliating when the instructor makes you feel stupid for not knowing the answer. i think that analytical questions can be met with analytical responses, but i think that clarification questions should be met with clarity.","especially for simple clarification questions, like what is variance, it can be disengaging and quite humiliating when the instructor makes you feel stupid for not knowing the answer.",question_answer_ask,question_answer_explain,negative
"the teacher can: avoid long side conversations in class, mute mic when not speaking, be more nonjudgmental when answering questions, not raising their voice at students.","The teacher can: Avoid long side conversations in class, mute mic when not speaking (we can hear your keyboard during the breaks), be more nonjudgmental when answering questions, not raising their voice at students.",Improvement,M116L,2021,Spring,"the teacher can: avoid long side conversations in class, mute mic when not speaking, be more nonjudgmental when answering questions, not raising their voice at students.","the teacher can: avoid long side conversations in class, mute mic when not speaking, be more nonjudgmental when answering questions, not raising their voice at students.",question_answer_ask,question_answer_clear,neutral
